"","x"
"8137","W"
"8138","L"
"8139","L"
"8140","W"
"8141","W"
"8142","D"
"8143","D"
"8144","D"
"8145","L"
"8146","W"
"8147","L"
"8148","L"
"8149","D"
"8150","L"
"8151","L"
"8152","L"
"8153","D"
"8154","W"
"8155","L"
"8156","W"
"8157","W"
"8158","L"
"8159","W"
"8160","L"
"8161","D"
"8162","W"
"8163","W"
"8164","W"
"8165","L"
"8166","L"
"8167","L"
"8168","W"
"8169","L"
"8170","W"
"8171","W"
"8172","W"
"8173","D"
"8174","W"
"8175","L"
"8176","L"
"8177","W"
"8178","W"
"8179","L"
"8180","D"
"8181","L"
"8182","D"
"8183","W"
"8184","W"
"8185","L"
"8186","W"
"8187","D"
"8188","D"
"8189","D"
"8190","W"
"8191","D"
"8192","W"
"8193","L"
"8194","W"
"8195","D"
"8196","W"
"8197","W"
"8198","D"
"8199","W"
"8200","L"
"8201","L"
"8202","L"
"8203","W"
"8204","W"
"8205","L"
"8206","W"
"8207","W"
"8208","W"
"8209","D"
"8210","D"
"8211","D"
"8212","D"
"8213","L"
"8214","D"
"8215","W"
"8216","D"
"8217","W"
"8218","L"
"8219","W"
"8220","W"
"8221","W"
"8222","W"
"8223","L"
"8224","D"
"8225","D"
"8226","W"
"8227","W"
"8228","L"
"8229","D"
"8230","W"
"8231","W"
"8232","L"
"8233","D"
"8234","W"
"8235","D"
"8236","D"
"8237","L"
"8238","D"
"8239","L"
"8240","L"
"8241","W"
"8242","W"
"8243","D"
"8244","D"
"8245","L"
"8246","W"
"8247","W"
"8248","W"
"8249","L"
"8250","W"
"8251","L"
"8252","W"
"8253","L"
"8254","W"
"8255","L"
"8256","L"
"8257","W"
"8258","W"
"8259","W"
"8260","D"
"8261","D"
"8262","L"
"8263","L"
"8264","L"
"8265","L"
"8266","L"
"8267","L"
"8268","W"
"8269","L"
"8270","D"
"8271","L"
"8272","D"
"8273","W"
"8274","L"
"8275","L"
"8276","W"
"8277","D"
"8278","L"
"8279","L"
"8280","W"
"8281","L"
"8282","W"
"8283","W"
"8284","L"
"8285","D"
"8286","W"
"8287","L"
"8288","L"
"8289","W"
"8290","W"
"8291","L"
"8292","L"
"8293","L"
"8294","W"
"8295","W"
"8296","L"
"8297","L"
"8298","D"
"8299","L"
"8300","L"
"8301","L"
"8302","W"
"8303","L"
"8304","D"
"8305","L"
"8306","W"
"8307","D"
"8308","L"
"8309","W"
"8310","W"
"8311","L"
"8312","L"
"8313","D"
"8314","D"
"8315","D"
"8316","W"
"8317","D"
"8318","W"
"8319","L"
"8320","W"
"8321","W"
"8322","L"
"8323","W"
"8324","W"
"8325","L"
"8326","W"
"8327","D"
"8328","L"
"8329","D"
"8330","L"
"8331","D"
"8332","W"
"8333","L"
"8334","W"
"8335","W"
"8336","W"
"8337","L"
"8338","W"
"8339","D"
"8340","W"
"8341","L"
"8342","D"
"8343","L"
"8344","L"
"8345","W"
"8346","D"
"8347","W"
"8348","W"
"8349","L"
"8350","L"
"8351","D"
"8352","L"
"8353","D"
"8354","W"
"8355","L"
"8356","D"
"8357","L"
"8358","D"
"8359","D"
"8360","L"
"8361","W"
"8362","W"
"8363","L"
"8364","D"
"8365","L"
"8366","W"
"8367","L"
"8368","D"
"8369","L"
"8370","D"
"8371","L"
"8372","D"
"8373","W"
"8374","W"
"8375","W"
"8376","W"
"8377","L"
"8378","L"
"8379","D"
"8380","L"
"8381","W"
"8382","D"
"8383","L"
"8384","D"
"8385","D"
"8386","L"
"8387","D"
"8388","L"
"8389","W"
"8390","D"
"8391","D"
"8392","D"
"8393","L"
"8394","W"
"8395","W"
"8396","W"
"8397","W"
"8398","D"
"8399","D"
"8400","L"
"8401","W"
"8402","W"
"8403","L"
"8404","W"
"8405","L"
"8406","D"
"8407","D"
"8408","L"
"8409","D"
"8410","L"
"8411","W"
"8412","L"
"8413","D"
"8414","L"
"8415","W"
"8416","L"
"8417","L"
"8418","W"
"8419","W"
"8420","L"
"8421","W"
"8422","W"
"8423","D"
"8424","D"
"8425","L"
"8426","W"
"8427","W"
"8428","L"
"8429","W"
"8430","D"
"8431","W"
"8432","L"
"8433","D"
"8434","L"
"8435","D"
"8436","L"
"8437","W"
"8438","L"
"8439","W"
"8440","W"
"8441","L"
"8442","D"
"8443","D"
"8444","D"
"8445","D"
"8446","W"
"8447","D"
"8448","W"
"8449","W"
"8450","D"
"8451","L"
"8452","D"
"8453","L"
"8454","L"
"8455","L"
"8456","D"
"8457","L"
"8458","W"
"8459","W"
"8460","D"
"8461","W"
"8462","L"
"8463","L"
"8464","L"
"8465","D"
"8466","W"
"8467","L"
"8468","W"
"8469","D"
"8470","L"
"8471","D"
"8472","L"
"8473","D"
"8474","W"
"8475","D"
"8476","L"
"8477","D"
"8478","L"
"8479","W"
"8480","L"
"8481","W"
"8482","L"
"8483","D"
"8484","L"
"8485","W"
"8486","D"
"8487","W"
"8488","L"
"8489","L"
"8490","W"
"8491","L"
"8492","D"
"8493","D"
"8494","L"
"8495","W"
"8496","L"
"8497","W"
"8498","D"
"8499","W"
"8500","D"
"8501","W"
"8502","L"
"8503","L"
"8504","D"
"8505","L"
"8506","W"
"8507","W"
"8508","D"
"8509","L"
"8510","L"
"8511","D"
"8512","L"
"8513","D"
"8514","L"
"8515","W"
"8516","W"
"8517","W"
"8518","L"
"8519","L"
"8520","L"
"8521","W"
"8522","L"
"8523","L"
"8524","L"
"8525","D"
"8526","W"
"8527","L"
"8528","D"
"8529","L"
"8530","W"
"8531","W"
"8532","W"
"8533","W"
"8534","W"
"8535","W"
"8536","W"
"8537","L"
"8538","D"
"8539","L"
"8540","L"
"8541","L"
"8542","W"
"8543","W"
"8544","D"
"8545","L"
"8546","W"
"8547","L"
"8548","D"
"8549","L"
"8550","W"
"8551","L"
"8552","W"
"8553","L"
"8554","W"
"8555","D"
"8556","D"
"8557","L"
"8558","L"
"8559","L"
"8560","D"
"8561","L"
"8562","D"
"8563","L"
"8564","D"
"8565","L"
"8566","W"
"8567","L"
"8568","L"
"8569","W"
"8570","W"
"8571","L"
"8572","W"
"8573","L"
"8574","W"
"8575","D"
"8576","W"
"8577","D"
"8578","L"
"8579","L"
"8580","L"
"8581","W"
"8582","L"
"8583","W"
"8584","D"
"8585","D"
"8586","L"
"8587","D"
"8588","L"
"8589","L"
"8590","D"
"8591","D"
"8592","L"
"8593","D"
"8594","D"
"8595","W"
"8596","L"
"8597","L"
"8598","L"
"8599","L"
"8600","L"
"8601","D"
"8602","D"
"8603","W"
"8604","L"
"8605","L"
"8606","W"
"8607","W"
"8608","L"
"8609","L"
"8610","L"
"8611","D"
"8612","W"
"8613","L"
"8614","L"
"8615","D"
"8616","L"
"8617","D"
"8618","D"
"8619","D"
"8620","W"
"8621","D"
"8622","L"
"8623","L"
"8624","L"
"8625","L"
"8626","L"
"8627","L"
"8628","L"
"8629","W"
"8630","L"
"8631","L"
"8632","L"
"8633","D"
"8634","W"
"8635","W"
"8636","W"
"8637","D"
"8638","L"
"8639","D"
"8640","D"
"8641","L"
"8642","D"
"8643","L"
"8644","L"
"8645","W"
"8646","L"
"8647","L"
"8648","D"
"8649","L"
"8650","W"
"8651","L"
"8652","L"
"8653","L"
"8654","W"
"8655","L"
"8656","L"
"8657","L"
"8658","W"
"8659","W"
"8660","L"
"8661","W"
"8662","L"
"8663","L"
"8664","L"
"8665","L"
"8666","L"
"8667","L"
"8668","L"
"8669","D"
"8670","W"
"8671","L"
"8672","W"
"8673","L"
"8674","L"
"8675","W"
"8676","W"
"8677","D"
"8678","L"
"8679","D"
"8680","L"
"8681","W"
"8682","D"
"8683","D"
"8684","L"
"8685","L"
"8686","W"
"8687","L"
"8688","L"
"8689","L"
"8690","L"
"8691","L"
"8692","W"
"8693","D"
"8694","D"
"8695","L"
"8696","W"
"8697","W"
"8698","L"
"8699","D"
"8700","L"
"8701","L"
"8702","L"
"8703","L"
"8704","L"
"8705","L"
"8706","L"
"8707","L"
"8708","L"
"8709","L"
"8710","L"
"8711","L"
"8712","L"
"8713","L"
"8714","D"
"8715","L"
"8716","W"
"8717","W"
"8718","L"
"8719","W"
"8720","L"
"8721","W"
"8722","L"
"8723","L"
"8724","D"
"8725","W"
"8726","L"
"8727","L"
"8728","D"
"8729","L"
"8730","W"
"8731","W"
"8732","D"
"8733","D"
"8734","L"
"8735","L"
"8736","D"
"8737","L"
"8738","L"
"8739","L"
"8740","L"
"8741","W"
"8742","L"
"8743","W"
"8744","L"
"8745","L"
"8746","W"
"8747","W"
"8748","W"
"8749","L"
"8750","W"
"8751","W"
"8752","W"
"8753","W"
"8754","W"
"8755","W"
"8756","W"
"8757","W"
"8758","W"
"8759","L"
"8760","W"
"8761","W"
"8762","W"
"8763","W"
"8764","W"
"8765","W"
"8766","W"
"8767","W"
"8768","W"
"8769","W"
"8770","W"
"8771","W"
"8772","W"
"8773","W"
"8774","W"
"8775","W"
"8776","W"
"8777","W"
"8778","W"
"8779","W"
"8780","L"
"8781","D"
"8782","W"
"8783","W"
"8784","W"
"8785","W"
"8786","W"
"8787","W"
"8788","W"
"8789","W"
"8790","W"
"8791","D"
"8792","W"
"8793","D"
"8794","W"
"8795","W"
"8796","W"
"8797","W"
"8798","W"
"8799","W"
"8800","W"
"8801","W"
"8802","W"
"8803","W"
"8804","W"
"8805","W"
"8806","W"
"8807","W"
"8808","W"
"8809","D"
"8810","W"
"8811","W"
"8812","W"
"8813","W"
"8814","L"
"8815","W"
"8816","W"
"8817","W"
"8818","W"
"8819","W"
"8820","W"
"8821","W"
"8822","L"
"8823","W"
"8824","W"
"8825","D"
"8826","W"
"8827","D"
"8828","W"
"8829","W"
"8830","W"
"8831","W"
"8832","W"
"8833","W"
"8834","D"
"8835","W"
"8836","L"
"8837","W"
"8838","W"
"8839","W"
"8840","W"
"8841","W"
"8842","W"
"8843","D"
"8844","W"
"8845","W"
"8846","W"
"8847","W"
"8848","W"
"8849","L"
"8850","W"
"8851","D"
"8852","D"
"8853","W"
"8854","W"
"8855","W"
"8856","D"
"8857","D"
"8858","W"
"8859","W"
"8860","W"
"8861","L"
"8862","W"
"8863","W"
"8864","D"
"8865","W"
"8866","W"
"8867","W"
"8868","W"
"8869","W"
"8870","D"
"8871","D"
"8872","W"
"8873","W"
"8874","W"
"8875","W"
"8876","W"
"8877","W"
"8878","W"
"8879","W"
"8880","W"
"8881","W"
"8882","W"
"8883","W"
"8884","D"
"8885","D"
"8886","L"
"8887","D"
"8888","W"
"8889","D"
"8890","W"
"8891","W"
"8892","W"
"8893","W"
"8894","W"
"8895","W"
"8896","W"
"8897","L"
"8898","W"
"8899","W"
"8900","W"
"8901","W"
"8902","W"
"8903","W"
"8904","W"
"8905","W"
"8906","W"
"8907","W"
"8908","W"
"8909","W"
"8910","D"
"8911","W"
"8912","W"
"8913","D"
"8914","W"
"8915","W"
"8916","W"
"8917","W"
"8918","L"
"8919","D"
"8920","W"
"8921","L"
"8922","W"
"8923","W"
"8924","W"
"8925","L"
"8926","W"
"8927","W"
"8928","W"
"8929","W"
"8930","W"
"8931","W"
"8932","D"
"8933","W"
"8934","D"
"8935","D"
"8936","W"
"8937","W"
"8938","W"
"8939","W"
"8940","W"
"8941","W"
"8942","W"
"8943","D"
"8944","W"
"8945","L"
"8946","W"
"8947","W"
"8948","D"
"8949","L"
"8950","L"
"8951","W"
"8952","W"
"8953","W"
"8954","D"
"8955","W"
"8956","W"
"8957","W"
"8958","W"
"8959","W"
"8960","W"
"8961","D"
"8962","W"
"8963","W"
"8964","W"
"8965","W"
"8966","W"
"8967","D"
"8968","W"
"8969","L"
"8970","W"
"8971","W"
"8972","W"
"8973","W"
"8974","W"
"8975","W"
"8976","W"
"8977","D"
"8978","W"
"8979","W"
"8980","W"
"8981","W"
"8982","W"
"8983","W"
"8984","D"
"8985","D"
"8986","D"
"8987","L"
"8988","W"
"8989","W"
"8990","W"
"8991","D"
"8992","W"
"8993","L"
"8994","W"
"8995","W"
"8996","W"
"8997","W"
"8998","W"
"8999","W"
"9000","W"
"9001","D"
"9002","W"
"9003","L"
"9004","W"
"9005","W"
"9006","W"
"9007","D"
"9008","W"
"9009","W"
"9010","W"
"9011","D"
"9012","W"
"9013","W"
"9014","L"
"9015","W"
"9016","D"
"9017","D"
"9018","D"
"9019","W"
"9020","W"
"9021","W"
"9022","D"
"9023","L"
"9024","W"
"9025","W"
"9026","W"
"9027","D"
"9028","W"
"9029","D"
"9030","W"
"9031","W"
"9032","W"
"9033","D"
"9034","W"
"9035","W"
"9036","W"
"9037","W"
"9038","L"
"9039","D"
"9040","W"
"9041","W"
"9042","W"
"9043","W"
"9044","W"
"9045","L"
"9046","W"
"9047","D"
"9048","W"
"9049","W"
"9050","D"
"9051","W"
"9052","W"
"9053","W"
"9054","D"
"9055","W"
"9056","W"
"9057","W"
"9058","W"
"9059","W"
"9060","L"
"9061","W"
"9062","D"
"9063","D"
"9064","W"
"9065","D"
"9066","D"
"9067","W"
"9068","D"
"9069","L"
"9070","W"
"9071","L"
"9072","D"
"9073","W"
"9074","W"
"9075","D"
"9076","W"
"9077","W"
"9078","W"
"9079","L"
"9080","L"
"9081","W"
"9082","D"
"9083","W"
"9084","W"
"9085","L"
"9086","W"
"9087","L"
"9088","W"
"9089","L"
"9090","W"
"9091","W"
"9092","W"
"9093","W"
"9094","W"
"9095","W"
"9096","L"
"9097","W"
"9098","L"
"9099","W"
"9100","W"
"9101","W"
"9102","W"
"9103","D"
"9104","W"
"9105","W"
"9106","W"
"9107","W"
"9108","L"
"9109","L"
"9110","D"
"9111","L"
"9112","L"
"9113","W"
"9114","W"
"9115","W"
"9116","W"
"9117","W"
"9118","W"
"9119","W"
"9120","D"
"9121","D"
"9122","D"
"9123","W"
"9124","W"
"9125","W"
"9126","L"
"9127","W"
"9128","W"
"9129","W"
"9130","L"
"9131","W"
"9132","W"
"9133","W"
"9134","W"
"9135","W"
"9136","W"
"9137","W"
"9138","W"
"9139","L"
"9140","W"
"9141","D"
"9142","D"
"9143","W"
"9144","W"
"9145","D"
"9146","L"
"9147","D"
"9148","L"
"9149","W"
"9150","W"
"9151","L"
"9152","W"
"9153","D"
"9154","D"
"9155","W"
"9156","W"
"9157","L"
"9158","W"
"9159","D"
"9160","W"
"9161","D"
"9162","W"
"9163","W"
"9164","W"
"9165","L"
"9166","W"
"9167","D"
"9168","L"
"9169","W"
"9170","W"
"9171","W"
"9172","W"
"9173","W"
"9174","D"
"9175","W"
"9176","D"
"9177","W"
"9178","W"
"9179","W"
"9180","D"
"9181","L"
"9182","L"
"9183","W"
"9184","W"
"9185","W"
"9186","L"
"9187","L"
"9188","D"
"9189","D"
"9190","D"
"9191","W"
"9192","W"
"9193","W"
"9194","W"
"9195","W"
"9196","W"
"9197","D"
"9198","L"
"9199","W"
"9200","W"
"9201","W"
"9202","W"
"9203","L"
"9204","W"
"9205","L"
"9206","W"
"9207","W"
"9208","W"
"9209","W"
"9210","L"
"9211","L"
"9212","L"
"9213","L"
"9214","W"
"9215","W"
"9216","W"
"9217","W"
"9218","W"
"9219","L"
"9220","W"
"9221","D"
"9222","W"
"9223","W"
"9224","L"
"9225","W"
"9226","W"
"9227","L"
"9228","W"
"9229","W"
"9230","D"
"9231","L"
"9232","W"
"9233","D"
"9234","W"
"9235","W"
"9236","W"
"9237","W"
"9238","L"
"9239","D"
"9240","W"
"9241","L"
"9242","W"
"9243","W"
"9244","W"
"9245","L"
"9246","D"
"9247","L"
"9248","D"
"9249","W"
"9250","L"
"9251","W"
"9252","D"
"9253","W"
"9254","D"
"9255","W"
"9256","W"
"9257","W"
"9258","W"
"9259","W"
"9260","D"
"9261","L"
"9262","D"
"9263","W"
"9264","W"
"9265","L"
"9266","W"
"9267","L"
"9268","D"
"9269","L"
"9270","D"
"9271","D"
"9272","W"
"9273","W"
"9274","W"
"9275","L"
"9276","W"
"9277","W"
"9278","L"
"9279","D"
"9280","W"
"9281","W"
"9282","W"
"9283","W"
"9284","D"
"9285","W"
"9286","W"
"9287","W"
"9288","L"
"9289","D"
"9290","W"
"9291","W"
"9292","W"
"9293","W"
"9294","W"
"9295","D"
"9296","W"
"9297","W"
"9298","D"
"9299","W"
"9300","W"
"9301","W"
"9302","W"
"9303","W"
"9304","L"
"9305","L"
"9306","W"
"9307","L"
"9308","L"
"9309","W"
"9310","W"
"9311","W"
"9312","L"
"9313","W"
"9314","L"
"9315","W"
"9316","L"
"9317","W"
"9318","D"
"9319","L"
"9320","W"
"9321","W"
"9322","D"
"9323","W"
"9324","W"
"9325","L"
"9326","W"
"9327","W"
"9328","D"
"9329","W"
"9330","L"
"9331","L"
"9332","W"
"9333","W"
"9334","D"
"9335","W"
"9336","L"
"9337","W"
"9338","L"
"9339","W"
"9340","D"
"9341","L"
"9342","W"
"9343","W"
"9344","L"
"9345","W"
"9346","L"
"9347","W"
"9348","W"
"9349","W"
"9350","W"
"9351","L"
"9352","W"
"9353","D"
"9354","W"
"9355","W"
"9356","W"
"9357","W"
"9358","W"
"9359","W"
"9360","W"
"9361","L"
"9362","W"
"9363","W"
"9364","W"
"9365","W"
"9366","W"
"9367","L"
"9368","L"
"9369","L"
"9370","D"
"9371","D"
"9372","L"
"9373","D"
"9374","L"
"9375","W"
"9376","D"
"9377","L"
"9378","D"
"9379","L"
"9380","L"
"9381","W"
"9382","D"
"9383","W"
"9384","L"
"9385","W"
"9386","D"
"9387","W"
"9388","W"
"9389","D"
"9390","W"
"9391","W"
"9392","D"
"9393","D"
"9394","L"
"9395","D"
"9396","D"
"9397","D"
"9398","L"
"9399","W"
"9400","W"
"9401","W"
"9402","D"
"9403","W"
"9404","W"
"9405","D"
"9406","W"
"9407","W"
"9408","W"
"9409","D"
"9410","D"
"9411","W"
"9412","W"
"9413","W"
"9414","W"
"9415","D"
"9416","W"
"9417","W"
"9418","W"
"9419","L"
"9420","L"
"9421","W"
"9422","W"
"9423","D"
"9424","W"
"9425","L"
"9426","W"
"9427","W"
"9428","L"
"9429","L"
"9430","W"
"9431","D"
"9432","L"
"9433","L"
"9434","D"
"9435","L"
"9436","W"
"9437","W"
"9438","W"
"9439","W"
"9440","D"
"9441","W"
"9442","L"
"9443","L"
"9444","W"
"9445","L"
"9446","L"
"9447","D"
"9448","W"
"9449","W"
"9450","W"
"9451","W"
"9452","W"
"9453","W"
"9454","L"
"9455","W"
"9456","L"
"9457","W"
"9458","D"
"9459","D"
"9460","W"
"9461","W"
"9462","D"
"9463","W"
"9464","W"
"9465","L"
"9466","W"
"9467","D"
"9468","D"
"9469","L"
"9470","D"
"9471","D"
"9472","W"
"9473","W"
"9474","L"
"9475","L"
"9476","L"
"9477","W"
"9478","D"
"9479","D"
"9480","W"
"9481","D"
"9482","W"
"9483","W"
"9484","W"
"9485","L"
"9486","D"
"9487","W"
"9488","W"
"9489","D"
"9490","L"
"9491","L"
"9492","W"
"9493","L"
"9494","W"
"9495","W"
"9496","W"
"9497","L"
"9498","W"
"9499","W"
"9500","W"
"9501","W"
"9502","W"
"9503","W"
"9504","L"
"9505","W"
"9506","W"
"9507","D"
"9508","W"
"9509","D"
"9510","W"
"9511","W"
"9512","D"
"9513","W"
"9514","L"
"9515","W"
"9516","W"
"9517","W"
"9518","W"
"9519","W"
"9520","W"
"9521","W"
"9522","W"
"9523","W"
"9524","W"
"9525","D"
"9526","L"
"9527","W"
"9528","W"
"9529","D"
"9530","W"
"9531","L"
"9532","D"
"9533","W"
"9534","L"
"9535","W"
"9536","W"
"9537","W"
"9538","L"
"9539","W"
"9540","L"
"9541","W"
"9542","W"
"9543","W"
"9544","W"
"9545","L"
"9546","W"
"9547","W"
"9548","D"
"9549","D"
"9550","L"
"9551","W"
"9552","D"
"9553","W"
"9554","L"
"9555","W"
"9556","L"
"9557","D"
"9558","W"
"9559","W"
"9560","D"
"9561","W"
"9562","L"
"9563","L"
"9564","D"
"9565","L"
"9566","D"
"9567","D"
"9568","W"
"9569","W"
"9570","W"
"9571","L"
"9572","W"
"9573","D"
"9574","L"
"9575","D"
"9576","W"
"9577","D"
"9578","L"
"9579","D"
"9580","W"
"9581","W"
"9582","W"
"9583","D"
"9584","D"
"9585","D"
"9586","D"
"9587","W"
"9588","D"
"9589","W"
"9590","L"
"9591","L"
"9592","L"
"9593","W"
"9594","W"
"9595","L"
"9596","L"
"9597","W"
"9598","W"
"9599","W"
"9600","W"
"9601","D"
"9602","W"
"9603","W"
"9604","W"
"9605","D"
"9606","W"
"9607","W"
"9608","W"
"9609","D"
"9610","L"
"9611","L"
"9612","L"
"9613","D"
"9614","W"
"9615","W"
"9616","L"
"9617","D"
"9618","D"
"9619","D"
"9620","L"
"9621","D"
"9622","W"
"9623","W"
"9624","W"
"9625","W"
"9626","L"
"9627","L"
"9628","L"
"9629","L"
"9630","W"
"9631","L"
"9632","L"
"9633","W"
"9634","W"
"9635","W"
"9636","D"
"9637","D"
"9638","L"
"9639","W"
"9640","W"
"9641","W"
"9642","W"
"9643","D"
"9644","W"
"9645","L"
"9646","W"
"9647","D"
"9648","W"
"9649","W"
"9650","L"
"9651","D"
"9652","D"
"9653","D"
"9654","D"
"9655","W"
"9656","W"
"9657","L"
"9658","W"
"9659","D"
"9660","W"
"9661","D"
"9662","W"
"9663","W"
"9664","D"
"9665","W"
"9666","D"
"9667","L"
"9668","L"
"9669","W"
"9670","W"
"9671","W"
"9672","D"
"9673","L"
"9674","W"
"9675","W"
"9676","W"
"9677","W"
"9678","W"
"9679","D"
"9680","D"
"9681","L"
"9682","L"
"9683","W"
"9684","W"
"9685","L"
"9686","L"
"9687","D"
"9688","W"
"9689","W"
"9690","W"
"9691","W"
"9692","W"
"9693","W"
"9694","W"
"9695","W"
"9696","W"
"9697","L"
"9698","W"
"9699","L"
"9700","L"
"9701","W"
"9702","W"
"9703","D"
"9704","L"
"9705","W"
"9706","D"
"9707","W"
"9708","L"
"9709","D"
"9710","W"
"9711","D"
"9712","W"
"9713","W"
"9714","W"
"9715","D"
"9716","D"
"9717","L"
"9718","L"
"9719","D"
"9720","D"
"9721","W"
"9722","W"
"9723","D"
"9724","L"
"9725","W"
"9726","W"
"9727","D"
"9728","W"
"9729","D"
"9730","W"
"9731","W"
"9732","W"
"9733","D"
"9734","W"
"9735","W"
"9736","W"
"9737","D"
"9738","L"
"9739","W"
"9740","D"
"9741","L"
"9742","W"
"9743","W"
"9744","W"
"9745","W"
"9746","L"
"9747","W"
"9748","L"
"9749","W"
"9750","L"
"9751","W"
"9752","L"
"9753","W"
"9754","L"
"9755","L"
"9756","W"
"9757","W"
"9758","L"
"9759","D"
"9760","D"
"9761","D"
"9762","L"
"9763","W"
"9764","W"
"9765","L"
"9766","W"
"9767","L"
"9768","W"
"9769","D"
"9770","W"
"9771","D"
"9772","W"
"9773","W"
"9774","W"
"9775","W"
"9776","L"
"9777","L"
"9778","L"
"9779","D"
"9780","W"
"9781","W"
"9782","L"
"9783","L"
"9784","W"
"9785","L"
"9786","W"
"9787","W"
"9788","L"
"9789","D"
"9790","W"
"9791","W"
"9792","D"
"9793","W"
"9794","W"
"9795","W"
"9796","L"
"9797","D"
"9798","W"
"9799","W"
"9800","W"
"9801","L"
"9802","W"
"9803","L"
"9804","D"
"9805","D"
"9806","W"
"9807","W"
"9808","L"
"9809","L"
"9810","W"
"9811","L"
"9812","L"
"9813","L"
"9814","L"
"9815","W"
"9816","W"
"9817","W"
"9818","L"
"9819","W"
"9820","D"
"9821","W"
"9822","W"
"9823","W"
"9824","L"
"9825","D"
"9826","L"
"9827","L"
"9828","D"
"9829","L"
"9830","W"
"9831","W"
"9832","W"
"9833","W"
"9834","W"
"9835","D"
"9836","W"
"9837","W"
"9838","W"
"9839","D"
"9840","D"
"9841","W"
"9842","W"
"9843","W"
"9844","L"
"9845","D"
"9846","W"
"9847","D"
"9848","D"
"9849","W"
"9850","L"
"9851","W"
"9852","D"
"9853","W"
"9854","W"
"9855","L"
"9856","D"
"9857","D"
"9858","W"
"9859","W"
"9860","W"
"9861","W"
"9862","D"
"9863","D"
"9864","L"
"9865","W"
"9866","W"
"9867","W"
"9868","D"
"9869","D"
"9870","L"
"9871","L"
"9872","L"
"9873","W"
"9874","L"
"9875","D"
"9876","W"
"9877","D"
"9878","W"
"9879","D"
"9880","W"
"9881","W"
"9882","D"
"9883","W"
"9884","D"
"9885","D"
"9886","W"
"9887","L"
"9888","W"
"9889","D"
"9890","D"
"9891","L"
"9892","D"
"9893","D"
"9894","L"
"9895","L"
"9896","W"
"9897","L"
"9898","D"
"9899","L"
"9900","D"
"9901","D"
"9902","W"
"9903","W"
"9904","L"
"9905","L"
"9906","W"
"9907","D"
"9908","D"
"9909","W"
"9910","W"
"9911","L"
"9912","D"
"9913","W"
"9914","D"
"9915","L"
"9916","W"
"9917","W"
"9918","W"
"9919","W"
"9920","W"
"9921","L"
"9922","L"
"9923","W"
"9924","L"
"9925","L"
"9926","W"
"9927","L"
"9928","D"
"9929","D"
"9930","W"
"9931","W"
"9932","W"
"9933","W"
"9934","W"
"9935","L"
"9936","D"
"9937","L"
"9938","L"
"9939","L"
"9940","L"
"9941","D"
"9942","L"
"9943","D"
"9944","L"
"9945","W"
"9946","W"
"9947","D"
"9948","L"
"9949","W"
"9950","L"
"9951","W"
"9952","W"
"9953","D"
"9954","L"
"9955","L"
"9956","W"
"9957","L"
"9958","D"
"9959","W"
"9960","D"
"9961","L"
"9962","W"
"9963","W"
"9964","W"
"9965","W"
"9966","D"
"9967","L"
"9968","D"
"9969","D"
"9970","W"
"9971","W"
"9972","W"
"9973","L"
"9974","D"
"9975","D"
"9976","W"
"9977","D"
"9978","L"
"9979","D"
"9980","L"
"9981","L"
"9982","W"
"9983","L"
"9984","L"
"9985","L"
"9986","W"
"9987","L"
"9988","W"
"9989","W"
"9990","L"
"9991","W"
"9992","W"
"9993","L"
"9994","W"
"9995","L"
"9996","W"
"9997","W"
"9998","L"
"9999","D"
"10000","D"
"10001","L"
"10002","W"
"10003","W"
"10004","D"
"10005","W"
"10006","W"
"10007","W"
"10008","L"
"10009","D"
"10010","W"
"10011","L"
"10012","W"
"10013","L"
"10014","W"
"10015","W"
"10016","W"
"10017","W"
"10018","L"
"10019","W"
"10020","W"
"10021","W"
"10022","D"
"10023","L"
"10024","D"
"10025","W"
"10026","D"
"10027","D"
"10028","L"
"10029","L"
"10030","D"
"10031","W"
"10032","L"
"10033","L"
"10034","D"
"10035","W"
"10036","L"
"10037","W"
"10038","W"
"10039","D"
"10040","D"
"10041","L"
"10042","W"
"10043","L"
"10044","D"
"10045","D"
"10046","W"
"10047","L"
"10048","W"
"10049","L"
"10050","W"
"10051","W"
"10052","D"
"10053","W"
"10054","L"
"10055","W"
"10056","W"
"10057","L"
"10058","D"
"10059","W"
"10060","W"
"10061","D"
"10062","D"
"10063","D"
"10064","D"
"10065","W"
"10066","W"
"10067","D"
"10068","W"
"10069","L"
"10070","W"
"10071","L"
"10072","W"
"10073","D"
"10074","L"
"10075","W"
"10076","D"
"10077","L"
"10078","D"
"10079","L"
"10080","W"
"10081","D"
"10082","D"
"10083","L"
"10084","W"
"10085","W"
"10086","W"
"10087","D"
"10088","D"
"10089","D"
"10090","D"
"10091","L"
"10092","D"
"10093","D"
"10094","L"
"10095","W"
"10096","W"
"10097","D"
"10098","D"
"10099","W"
"10100","D"
"10101","D"
"10102","W"
"10103","W"
"10104","D"
"10105","W"
"10106","D"
"10107","W"
"10108","L"
"10109","W"
"10110","D"
"10111","L"
"10112","D"
"10113","L"
"10114","L"
"10115","L"
"10116","L"
"10117","L"
"10118","L"
"10119","W"
"10120","W"
"10121","L"
"10122","L"
"10123","D"
"10124","L"
"10125","D"
"10126","W"
"10127","L"
"10128","W"
"10129","W"
"10130","W"
"10131","W"
"10132","L"
"10133","W"
"10134","L"
"10135","W"
